label,x1_y1_z1,x2_y2_z2,x3_y3_z3,x4_y4_z4,x5_y5_z5,x6_y6_z6,x7_y7_z7,x8_y8_z8,x9_y9_z9,x10_y10_z10,x11_y11_z11,x12_y12_z12,x13_y13_z13,x14_y14_z14,x15_y15_z15,x16_y16_z16,x17_y17_z17,x18_y18_z18,x19_y19_z19,x20_y20_z20,x21_y21_z21,x22_y22_z22,x23_y23_z23,x24_y24_z24,x25_y25_z25,x26_y26_z26,x27_y27_z27,x28_y28_z28,x29_y29_z29,x30_y30_z30,x31_y31_z31,x32_y32_z32,x33_y33_z33,x34_y34_z34,x35_y35_z35,x36_y36_z36,x37_y37_z37,x38_y38_z38,x39_y39_z39,x40_y40_z40,x41_y41_z41,x42_y42_z42,x43_y43_z43,x44_y44_z44,x45_y45_z45,x46_y46_z46,x47_y47_z47,x48_y48_z48,x49_y49_z49,x50_y50_z50,x51_y51_z51,x52_y52_z52,x53_y53_z53,x54_y54_z54,x55_y55_z55,x56_y56_z56,x57_y57_z57,x58_y58_z58,x59_y59_z59,x60_y60_z60,x61_y61_z61,x62_y62_z62,x63_y63_z63
scissors,0.3380772404337776,0.47481335563228777,0.12835425734456118,0.36827735199975475,0.027484622029178896,0.07220078271149166,0.4107999485579069,0.9264072344291469,0.7739982809927508,0.29039987875672457,0.2149739982319664,0.02561349764226617,0.8104110686773975,0.3611076365111672,0.09023599883303313,0.5057945997136182,0.8816372536832594,0.8434775573867771,0.32049329836776985,0.011284974032384376,0.7452287240709283,0.7799946437608805,0.6285077271550684,0.9058862968327763,0.7964126857424382,0.32485119336794743,0.3567225803259254,0.2790454066352034,0.21181633096048325,0.32931809266015877,0.6180485105833137,0.12145661252512108,0.916603176228097,0.4348835343536436,0.19917289175990416,0.09446487692997485,0.48964832995812135,0.4442584546859265,0.544967163515533,0.20167566806512693,0.8032048163737132,0.33879574758621656,0.9721560267797091,0.17113913677288461,0.24440065271248335,0.3472419608027253,0.14106807182246772,0.6957875568358615,0.02749154878837201,0.7494370725913744,0.27514257005235343,0.403690999832799,0.04442884910948097,0.9646261602467117,0.45714887358389056,0.22738616916049847,0.5615587179550825,0.36260067238445626,0.5345719025808723,0.8920975435266665,0.9570184332046133,0.8925576611350633,0.7138949333309337
rock,0.22103641499930893,0.1676245591390706,0.22310074128887003,0.42146612722235977,0.8030395466490095,0.39247170533638864,0.837281611580291,0.9481903584222623,0.4296717275063875,0.037335658627667745,0.7842990072808056,0.932645196817888,0.5119359827304908,0.9961871416011197,0.8384339207411365,0.5974515590043311,0.26380085443467893,0.15245599910311902,0.9800277469443653,0.5876053185952551,0.10274522044859469,0.08538727797935797,0.5742602891171975,0.55228151301439,0.6439725796419219,0.2574732606903277,0.16645588194938132,0.005515830655339893,0.6567216538321513,0.4236167020804177,0.30985071727310554,0.3669887182099929,0.06208506436647743,0.15364785671463077,0.6010686063169641,0.9013519905506499,0.6377382112371068,0.6856698276099276,0.7523784384826715,0.39604067925251085,0.3537871730658073,0.7646531023009491,0.5674739703354326,0.7272723093774657,0.2972349439700792,0.07739533370171991,0.836366085089838,0.46234939435993005,0.32908033459519614,0.612997861119348,0.060979499646598656,0.31386780084914545,0.5793686420165071,0.4249606337298052,0.10633198288285928,0.1623353305648143,0.09236019096770975,0.4905692286965344,0.20520890207360676,0.5273827607874654,0.8718716965800293,0.48949332040744054,0.6096703603902146
rock,0.696167323295247,0.33332439214209786,0.15151733838169423,0.5164064799291581,0.9045664262810409,0.20185531523797773,0.5896385021459069,0.11358276307820081,0.018987551867337582,0.9794966769137238,0.2866434066315965,0.48106698600591924,0.9096499718900158,0.03779358971700997,0.301228792359435,0.6904108922312964,0.5450386921041444,0.7240493762411031,0.27151582526916573,0.9166646529065768,0.21378670680024303,0.5035632077177608,0.4900466226944554,0.1886325858118475,0.2974587107287542,0.5593412035758318,0.8244155632769646,0.0650132425519725,0.2990386642575248,0.13454642038631415,0.406136818316453,0.7469544510738819,0.07415463006749246,0.39370110537489156,0.27868678235860134,0.400809981326137,0.6836379425715531,0.6198002807770496,0.4184642642831208,0.9730065359114926,0.5498635056024941,0.45762318986230466,0.5944006632309075,0.20354518566374202,0.40378983555527437,0.030640942299029805,0.36362663046004995,0.023740795585221353,0.6227740886815885,0.014020162454845941,0.512036579726918,0.3994042744710461,0.3735948518795835,0.17983072060780803,0.5400570970461736,0.3633250959881652,0.810032263840485,0.18282250818169543,0.4617564614300632,0.007799614023989654,0.02312617031837827,0.9068484731493799,0.1800246248828541
rock,0.18180156249450585,0.8630284709037498,0.18363288518093712,0.8345273814931534,0.8488046725897371,0.36096426689996897,0.7829546337369707,0.004738704063108057,0.8614706621233137,0.7855625137554769,0.4855049457273417,0.133076938448346,0.9037167216510603,0.12293902108711385,0.08472248491050571,0.24743368848345482,0.1774549564828154,0.4348537151439176,0.32900539936427986,0.3282055544606616,0.43494873066743966,0.8022827832861631,0.6539428015677486,0.12852858064749084,0.6293354238991772,0.14625870663962504,0.26300339980142107,0.5531684284245934,0.04652452028059462,0.5769594035132478,0.710013807537649,0.8547742216532213,0.5884124701719938,0.5309945324392691,0.5201944335478582,0.6736355344962616,0.6723017923586371,0.47770676652184596,0.011858030282820953,0.9420352120252438,0.3082609922399647,0.28741850124545243,0.47343536998746105,0.7136764849116926,0.5874996980883612,0.6081293484784959,0.11330750318067251,0.5680424493186845,0.6183047312830706,0.6830945951123809,0.4382753847298957,0.389233438128721,0.008421429751902854,0.2801587333528983,0.9159948283471605,0.2625033703182291,0.7303570420381151,0.700611111319044,0.5090983521044674,0.5589986748730701,0.21539093470035264,0.35406774925573525,0.37413209131750846
paper,0.9266485231756593,0.3830421745159375,0.1907427210476853,0.13424926268792392,0.5970987619432346,0.7628804311239921,0.919661054075927,0.8924548493398405,0.6126817270600353,0.23867093921689664,0.9798832003907592,0.34262651060597604,0.4572624234574941,0.48938909688702426,0.32478723618456784,0.6490690281795968,0.9802214450553972,0.46116035720859494,0.7762722982508768,0.2389654009254828,0.6993245160976829,0.8970142337876066,0.43873012523021615,0.7401647974388141,0.4922609205160383,0.07804214677174959,0.8382030868620177,0.9400483026743012,0.019583582355239493,0.07560476495553581,0.027536598364197085,0.9232476984208606,0.6936097519896608,0.3208638121468559,0.4840334633800579,0.7772913780542985,0.17904317208154574,0.3874453727823097,0.3263077144098515,0.9356247799532599,0.8277829112538246,0.6108906621984516,0.4919405221657156,0.0938557055384257,0.04303131275346095,0.09216690627341984,0.052659716469429796,0.2045571805100721,0.9636951418534486,0.44617765671509246,0.03698026638060936,0.38514382216062526,0.23434781688301665,0.8863469335675184,0.13690002413858338,0.42644104831875906,0.2254656295897317,0.40088123428146893,0.41441153548469856,0.5544357223192464,0.8816623666562471,0.00853584976098809,0.7569323511392662
scissors,0.8085544177220892,0.020535448388894206,0.5859106586410685,0.38786271586332044,0.9662684660074984,0.03874687602183979,0.09649067956939805,0.4178036518704843,0.426402689063641,0.5574031623227775,0.28084677378758827,0.48092192106867837,0.4162312388167867,0.11991552819326845,0.5865515220076071,0.5432062077524955,0.9895258855544713,0.3024956779575849,0.2947805115996316,0.5005348895944858,0.12902492195961968,0.3440584642635026,0.06553643313666235,0.12426106144856663,0.4665387442146439,0.4159287943743667,0.5191744817126878,0.6003540538312842,0.035176521053249754,0.24747134825370376,0.37085838874389976,0.5050508612987644,0.23113395194620012,0.4374035331646482,0.9260105640497467,0.35785503824201104,0.29092920968777725,0.3999840885265019,0.5408966782797023,0.8283390437288929,0.8413508539969745,0.7601667143253237,0.6376990883080413,0.3896848048705066,0.4791844918626832,0.260010650584902,0.5147345681069989,0.5932479196136545,0.7224462074441482,0.09405710258834254,0.39237055952888167,0.1116555181468496,0.743136179044714,0.7683230035886759,0.5236136443861762,0.3075947069860905,0.17043505903097145,0.2791315417167842,0.8430119530118366,0.022538948639617473,0.6252518267355558,0.2437666962762549,0.030649346759107243
scissors,0.0698328265756093,0.6129204496791285,0.6921760695704943,0.18429249152024396,0.838333737451409,0.7508428723785502,0.13956385107025915,0.3494497037113091,0.6522377910593957,0.10040553751003878,0.4980872242904256,0.0019788254064520006,0.6122624743444791,0.5686407814801485,0.04347524383773438,0.11033236579334427,0.7225584344556496,0.9343925057382755,0.18606966304675654,0.6502311107119126,0.8356162302616706,0.9158925362979683,0.9707698967501568,0.24912800800037993,0.6859892774816856,0.5914534506330814,0.9419355782036991,0.24671364542325358,0.34630776907943683,0.46953328964449836,0.2003692015796662,0.054322093914527914,0.8475104411505453,0.709444832399044,0.330712421605894,0.1399843293939963,0.015384610086922046,0.612760736908391,0.1617000952425569,0.139228961995294,0.20503976631286425,0.3285659313737924,0.23549196807545303,0.2806563774960854,0.25551310557492346,0.6951809074837423,0.46126403025868856,0.3059464178363689,0.06587084354331174,0.932748849008492,0.569959664121638,0.4172418767466973,0.8701367422425536,0.01715976366990135,0.007391987579515424,0.2017166398565604,0.7830888875311568,0.8876578924954627,0.09724372127492453,0.7911233753808351,0.7449926243361493,0.22113240109221122,0.006877452602096601
rock,0.7797548340018506,0.9073863953658204,0.7470737625724387,0.7888787229028473,0.8939759810375512,0.2905274367874774,0.40188760568445203,0.3617685554389647,0.6680415270927132,0.7088318989676641,0.033194567750741255,0.06455376790988987,0.6618899364867653,0.5856134203286967,0.45517717692263426,0.7134608193384566,0.27822141771027153,0.5137778834482574,0.5907904612385471,0.6608058143911396,0.21930595138758324,0.9953828398354253,0.24699531229434335,0.011562756229311133,0.8152268675862985,0.3932939120460067,0.9065977997293583,0.5495073738140841,0.9415205795331332,0.7191034534126963,0.3864139067664255,0.23905760343672144,0.9612998625822081,0.5641478998271028,0.722558002049313,0.4868034711072653,0.2982841407632085,0.9846895022313744,0.6663485513432666,0.22045551908208094,0.84440166015223,0.3261814064080216,0.5550784949000898,0.3670184255003889,0.8527193442791748,0.11742997173055136,0.22771012767335086,0.6071123475936478,0.158746070026745,0.5117027812188162,0.1242945133665374,0.7591031135419943,0.9460359736558852,0.06960681155397608,0.8009238795300839,0.5157714426825607,0.04169857167080149,0.8625199398819069,0.39197858236486083,0.8292940843812039,0.050332446720578794,0.02124171185630419,0.6751858406751453
scissors,0.051032059697580956,0.6952808813014002,0.9430998077586407,0.46236026401483354,0.08597252550970724,0.7295194358600604,0.5560198214539356,0.9393180923977509,0.38059720535400965,0.43504116549347716,0.7998671423531104,0.5343451386676122,0.20335809578684072,0.6085220819307408,0.5329747516273113,0.03840708140188365,0.4493481865676594,0.8324641603576827,0.47669930831203533,0.2079597781838899,0.8973302216867666,0.5906382619337006,0.6291523104263661,0.7388963651401113,0.16465906733320101,0.8129107512739837,0.8807184650325408,0.5241587350171207,0.48766550709750744,0.2251559865300079,0.9350851260936398,0.03850904655101328,0.8432214241165098,0.6951907739915445,0.2730301785202618,0.3150769117457368,0.6140106247051031,0.6861962408731335,0.959591370735047,0.6497189747971199,0.709366533144873,0.4452414935480846,0.5776331832065713,0.6025175003561907,0.23021166303920826,0.2175620036240229,0.8880535788441363,0.10157271937670331,0.7551449703422195,0.5950598896987515,0.2597458224722753,0.22567365145179852,0.5343705161382007,0.8149130964985569,0.10170557180833051,0.23650796606126978,0.47142411874872236,0.3535554777845079,0.2513446227243292,0.4250610957496279,0.43389310692259253,0.9182350291125119,0.45823331601299755
paper,0.4330810765493619,0.7536991748793146,0.8942413340952705,0.7086347291017806,0.03388610394121305,0.6195936815231895,0.63010854613748,0.17861759935613164,0.27816806441546404,0.619232750079444,0.5730078103317272,0.9813926884198759,0.028467446804358754,0.3851101359190412,0.3925916553405451,0.3949999874262745,0.499213698808587,0.5177881706779253,0.7188596990665996,0.6641534541991847,0.004356541494071053,0.8263376869904953,0.07255138467105571,0.3580421497831936,0.468025608826766,0.0518165852132918,0.4762780260118584,0.5122530990342005,0.06382890448018885,0.690696615502074,0.0007931461793082573,0.30029441486124,0.885632997693959,0.5800963842308149,0.06265511381411948,0.9164269913450915,0.6668393367211456,0.09958465809677519,0.11909555404133321,0.45746598307329667,0.32459758650453696,0.7976272666588589,0.7139886719267594,0.21560470898049566,0.17069297470021594,0.2423020149773093,0.8423916684392779,0.7102710196023575,0.36947703601974613,0.46466474306063943,0.10138949949410259,0.7432228183145889,0.6295671001430813,0.22562003081482074,0.11722368737590183,0.07910698104799418,0.9237781857107471,0.8433744002870348,0.5968171835950542,0.7255923963356447,0.3413408331333945,0.9949193325085817,0.6891068685009739
