label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
paper,0.5657082796096802,0.702788233757019,1.1492073781482759e-06,0.4341258108615875,0.6026210784912109,0.029866905882954597,0.34741929173469543,0.5280351638793945,-0.008806311525404453,0.27292966842651367,0.46129143238067627,-0.04073626548051834,0.21278846263885498,0.3895605206489563,-0.07413385808467865,0.4229765832424164,0.44797074794769287,-0.19888557493686676,0.3439376950263977,0.29793721437454224,-0.29541897773742676,0.3063521683216095,0.1928166002035141,-0.33795732259750366,0.2865484058856964,0.11190474033355713,-0.35347962379455566,0.51465904712677,0.43595975637435913,-0.2107374519109726,0.5112823247909546,0.24280062317848206,-0.31781473755836487,0.5104047060012817,0.11611679196357727,-0.33784613013267517,0.5108134150505066,0.03166678547859192,-0.3389365077018738,0.6011032462120056,0.4447990655899048,-0.2021324634552002,0.589957594871521,0.2642744779586792,-0.2741630971431732,0.5717984437942505,0.1570107340812683,-0.2587060034275055,0.5578534603118896,0.08639833331108093,-0.23234134912490845,0.6821462512016296,0.4588293433189392,-0.18114735186100006,0.7070128917694092,0.3263494372367859,-0.2147357016801834,0.717570424079895,0.2480112761259079,-0.19603188335895538,0.7194825410842896,0.17950433492660522,-0.17177945375442505
paper,0.563125491142273,0.7088503241539001,9.584064173395745e-07,0.4299805462360382,0.6062638163566589,0.048065174371004105,0.342579185962677,0.5307407379150391,0.018662767484784126,0.27224111557006836,0.46028265357017517,-0.00688592903316021,0.21241173148155212,0.3878946900367737,-0.03530590981245041,0.4186550974845886,0.44967684149742126,-0.18578343093395233,0.34126847982406616,0.29318034648895264,-0.2814483642578125,0.3046775460243225,0.18780866265296936,-0.326117604970932,0.2837480902671814,0.10665076971054077,-0.34244075417518616,0.5108885169029236,0.4373233914375305,-0.20266301929950714,0.5084871649742126,0.23660987615585327,-0.29937800765037537,0.5102855563163757,0.11120361089706421,-0.3123660087585449,0.5101218819618225,0.031420230865478516,-0.31016871333122253,0.5994248390197754,0.4437923729419708,-0.19814032316207886,0.5887558460235596,0.25696641206741333,-0.25919604301452637,0.5730642676353455,0.14952316880226135,-0.23843304812908173,0.5607037544250488,0.07989269495010376,-0.21082830429077148,0.6800572872161865,0.4561907649040222,-0.18005840480327606,0.7044939398765564,0.3223998546600342,-0.20691567659378052,0.7127475142478943,0.24640753865242004,-0.18447056412696838,0.713822603225708,0.17848554253578186,-0.158122256398201
paper,0.5584839582443237,0.7106456756591797,9.663641549195745e-07,0.4260244369506836,0.6085242629051208,0.047100212424993515,0.33730167150497437,0.5316975712776184,0.017076998949050903,0.26620855927467346,0.46258261799812317,-0.009111391380429268,0.20695829391479492,0.3917091488838196,-0.038373854011297226,0.413318932056427,0.4490164518356323,-0.18999038636684418,0.32854050397872925,0.290767103433609,-0.28493595123291016,0.2884320616722107,0.18614450097084045,-0.3262574374675751,0.26545917987823486,0.1042415201663971,-0.33995991945266724,0.5039688944816589,0.434891015291214,-0.2080574929714203,0.49680882692337036,0.23441508412361145,-0.3037067651748657,0.4994657039642334,0.1066707968711853,-0.3103729784488678,0.500939667224884,0.024001896381378174,-0.3027024269104004,0.5920735597610474,0.44079825282096863,-0.2052863985300064,0.5762633085250854,0.2560385465621948,-0.2667301893234253,0.5546301603317261,0.14980646967887878,-0.24124903976917267,0.5382255911827087,0.08319908380508423,-0.2095574587583542,0.6730875372886658,0.4542689323425293,-0.18962645530700684,0.6971633434295654,0.3193175792694092,-0.22175127267837524,0.704618513584137,0.2392859309911728,-0.20083506405353546,0.7070038318634033,0.1685149371623993,-0.17390364408493042
paper,0.549336850643158,0.7050454616546631,9.251760957340593e-07,0.41342222690582275,0.6007540822029114,0.05342777818441391,0.3229968547821045,0.5266698598861694,0.02769339829683304,0.2525761127471924,0.45958811044692993,0.007272913120687008,0.19468063116073608,0.38916289806365967,-0.01615692302584648,0.3992038667201996,0.4353547990322113,-0.19732771813869476,0.3149469494819641,0.28697654604911804,-0.297733336687088,0.2723983824253082,0.18228761851787567,-0.34689226746559143,0.2482345551252365,0.1019521951675415,-0.3667794167995453,0.49055153131484985,0.4206809103488922,-0.2127067595720291,0.4807685613632202,0.22023865580558777,-0.31868281960487366,0.47894924879074097,0.08566868305206299,-0.33867788314819336,0.48005178570747375,-0.004963666200637817,-0.34188297390937805,0.577406644821167,0.42770498991012573,-0.2044869363307953,0.561607301235199,0.2455800473690033,-0.27387934923171997,0.5407756567001343,0.1358669400215149,-0.2618463337421417,0.5282329320907593,0.06401798129081726,-0.23951028287410736,0.6612828969955444,0.44021978974342346,-0.18074838817119598,0.6845501661300659,0.3090023696422577,-0.21756218373775482,0.6903427839279175,0.23084038496017456,-0.20586605370044708,0.6908997297286987,0.15979450941085815,-0.18714089691638947
paper,0.5399630665779114,0.7113023996353149,9.481875622441294e-07,0.402716726064682,0.6117720603942871,0.046217478811740875,0.31148606538772583,0.5360885262489319,0.017967239022254944,0.24069884419441223,0.4628520607948303,-0.00590141024440527,0.17795899510383606,0.39423641562461853,-0.033612847328186035,0.3877067565917969,0.44383639097213745,-0.1884673535823822,0.295545756816864,0.28699371218681335,-0.28577426075935364,0.2486230432987213,0.1820116639137268,-0.3303859829902649,0.22139126062393188,0.09872192144393921,-0.34625980257987976,0.47701990604400635,0.425357848405838,-0.20651674270629883,0.46145570278167725,0.21326012909412384,-0.3067786693572998,0.4574599266052246,0.07429584860801697,-0.3223472237586975,0.4572293162345886,-0.020807534456253052,-0.3216371536254883,0.5658426284790039,0.43072670698165894,-0.2035340517759323,0.5449410676956177,0.24040959775447845,-0.27493590116500854,0.5221574306488037,0.12824618816375732,-0.2682773470878601,0.508700430393219,0.05705955624580383,-0.24840618669986725,0.6526085138320923,0.44672220945358276,-0.18612855672836304,0.6721014976501465,0.30311262607574463,-0.2247159630060196,0.6775475144386292,0.2208367884159088,-0.21356016397476196,0.6783746480941772,0.14823931455612183,-0.19465605914592743
paper,0.5340038537979126,0.7130257487297058,9.205687092617154e-07,0.39370059967041016,0.6122229695320129,0.05667370930314064,0.30037814378738403,0.5387458205223083,0.032368581742048264,0.23007595539093018,0.4697951376438141,0.012520072981715202,0.1679793894290924,0.3984808027744293,-0.009807892143726349,0.37101298570632935,0.43842193484306335,-0.1920243799686432,0.2760484218597412,0.2840173840522766,-0.2945217490196228,0.2274591624736786,0.1796800196170807,-0.3425067365169525,0.1996993124485016,0.09721618890762329,-0.3583972454071045,0.45923206210136414,0.42012593150138855,-0.20818369090557098,0.4417436420917511,0.20592114329338074,-0.31277602910995483,0.43855512142181396,0.06488683819770813,-0.3256002962589264,0.44078174233436584,-0.02869388461112976,-0.32025089859962463,0.5501369833946228,0.42520302534103394,-0.20096208155155182,0.5279588103294373,0.23657751083374023,-0.2688904404640198,0.5056031346321106,0.12955090403556824,-0.24825072288513184,0.4948999583721161,0.06560859084129333,-0.21586576104164124,0.6413460969924927,0.43905651569366455,-0.17851190268993378,0.6579911708831787,0.2932303547859192,-0.2094583660364151,0.6626613140106201,0.2122901976108551,-0.18695224821567535,0.6636682748794556,0.1432848870754242,-0.15727034211158752
paper,0.5305536985397339,0.7237155437469482,7.515102993238543e-07,0.3876357674598694,0.6268799304962158,0.05469067767262459,0.29383501410484314,0.5519247055053711,0.034638822078704834,0.2256607562303543,0.47839367389678955,0.01757528819143772,0.1605897843837738,0.40743282437324524,-0.0032361538615077734,0.36297833919525146,0.44774317741394043,-0.1714167445898056,0.2631024122238159,0.2873172163963318,-0.2644849121570587,0.21095561981201172,0.1816941499710083,-0.3038700520992279,0.18050551414489746,0.09880751371383667,-0.31323567032814026,0.449850857257843,0.4291980564594269,-0.19124063849449158,0.42799168825149536,0.218146413564682,-0.28123316168785095,0.42010313272476196,0.08788412809371948,-0.2848922610282898,0.41738268733024597,0.002118706703186035,-0.27361661195755005,0.5428832173347473,0.43423038721084595,-0.19142907857894897,0.5204262137413025,0.2460320144891739,-0.26128435134887695,0.49573230743408203,0.13902097940444946,-0.2510579824447632,0.47980797290802,0.07050704956054688,-0.2257656753063202,0.6362652778625488,0.4494636058807373,-0.1761036366224289,0.6532153487205505,0.3009614050388336,-0.20858263969421387,0.6556066870689392,0.2183464616537094,-0.1903248429298401,0.6534184217453003,0.146711528301239,-0.1651688516139984
paper,0.5362892150878906,0.7336852550506592,6.75342789691058e-07,0.39356866478919983,0.6440198421478271,0.05034303292632103,0.302509069442749,0.5676931738853455,0.03203728049993515,0.2353285700082779,0.490740031003952,0.014574863947927952,0.17331930994987488,0.4192643463611603,-0.006666864268481731,0.3700782358646393,0.4629708230495453,-0.14920254051685333,0.26504841446876526,0.3001176714897156,-0.23221269249916077,0.21153339743614197,0.19487908482551575,-0.2664121091365814,0.17951634526252747,0.11207553744316101,-0.27415844798088074,0.4537685513496399,0.44238850474357605,-0.17180436849594116,0.4229085445404053,0.23409642279148102,-0.25219792127609253,0.41098278760910034,0.10895305871963501,-0.2554640769958496,0.4056468605995178,0.02815115451812744,-0.24523647129535675,0.5457990169525146,0.4449530839920044,-0.1773727983236313,0.5205461382865906,0.2554340362548828,-0.23939810693264008,0.49698981642723083,0.14631611108779907,-0.23073866963386536,0.480869859457016,0.073881596326828,-0.20880989730358124,0.6377160549163818,0.45982497930526733,-0.1693727970123291,0.6500068306922913,0.3052513599395752,-0.1946002095937729,0.6509364247322083,0.22115720808506012,-0.174576997756958,0.648764967918396,0.14932489395141602,-0.15003596246242523
paper,0.5531691312789917,0.7418910264968872,5.914452572142181e-07,0.41035640239715576,0.6538559198379517,0.06153706833720207,0.3209521472454071,0.5807619690895081,0.05333101749420166,0.2588818669319153,0.5040400624275208,0.04327460378408432,0.19981443881988525,0.432090163230896,0.030325450003147125,0.38324809074401855,0.47014468908309937,-0.12303357571363449,0.27974528074264526,0.3123045861721039,-0.20019179582595825,0.22714932262897491,0.2088554948568344,-0.23194395005702972,0.19661542773246765,0.12747037410736084,-0.23943258821964264,0.4655791223049164,0.4524995684623718,-0.15310519933700562,0.43680432438850403,0.2441503405570984,-0.23750713467597961,0.4243966341018677,0.11766710877418518,-0.2487558126449585,0.4175787568092346,0.03506401181221008,-0.2432742565870285,0.5575473308563232,0.45382484793663025,-0.16614095866680145,0.5334160923957825,0.26439329981803894,-0.2305370271205902,0.5095997452735901,0.15823253989219666,-0.22575579583644867,0.49259230494499207,0.08534440398216248,-0.20582106709480286,0.6508409976959229,0.4681255519390106,-0.16523133218288422,0.6615258455276489,0.3119385540485382,-0.19374941289424896,0.6625714302062988,0.22942525148391724,-0.1776222139596939,0.6597208976745605,0.15768024325370789,-0.1552502065896988
paper,0.5719688534736633,0.7497550249099731,4.865697746936348e-07,0.4293651580810547,0.6599607467651367,0.0729185938835144,0.34341904520988464,0.5899472236633301,0.0723019689321518,0.2877662777900696,0.5163824558258057,0.0697210431098938,0.23124495148658752,0.444116473197937,0.06509456038475037,0.4017975330352783,0.4778313934803009,-0.11859849840402603,0.3002137243747711,0.32579416036605835,-0.1942608654499054,0.2470366209745407,0.2244579941034317,-0.22258013486862183,0.21726971864700317,0.14490756392478943,-0.22642020881175995,0.4834250211715698,0.4599877893924713,-0.14894063770771027,0.45375365018844604,0.2558496296405792,-0.23273025453090668,0.44074442982673645,0.13163208961486816,-0.2378683090209961,0.4343976676464081,0.05247962474822998,-0.2262473702430725,0.574744701385498,0.4604980945587158,-0.16100235283374786,0.5513594746589661,0.27865070104599,-0.22528469562530518,0.5277342796325684,0.175376296043396,-0.21475261449813843,0.5123611092567444,0.10608899593353271,-0.18851087987422943,0.6676197052001953,0.4734973907470703,-0.15761281549930573,0.6775228381156921,0.3233456313610077,-0.18660712242126465,0.6789281964302063,0.24320009350776672,-0.16891878843307495,0.6765385270118713,0.1745086908340454,-0.14360055327415466
